,position,variable,density
190,1043,exon,0.6324137279448236
191,1044,exon,0.632646873615225
192,1045,exon,0.632860811386589
193,1046,exon,0.6329898548746645
194,1047,exon,0.6330075272441299
195,1048,exon,0.6333185349611543
196,1049,exon,0.6331805421528204
197,1050,exon,0.6331718734761549
198,1051,exon,0.6330513012744993
199,1052,exon,0.6332539304430681
200,1053,exon,0.6335918610858166
201,1054,exon,0.6335430724013743
202,1055,exon,0.6336758294614897
203,1056,exon,0.6338525693579895
204,1057,exon,0.6337187765930821
205,1058,exon,0.6337849615719832
206,1059,exon,0.633987632664661
207,1060,exon,0.6339419916022614
208,1061,exon,0.6340447583586043
209,1062,exon,0.6340666438694479
210,1063,exon,0.6343394452280207
211,1064,exon,0.6344814745857382
212,1065,exon,0.6346442758785957
213,1066,exon,0.6347001542350762
214,1067,exon,0.634855934347999
215,1068,exon,0.6351209818191583
216,1069,exon,0.6351690444312429
217,1070,exon,0.6353822640713934
218,1071,exon,0.6357434366814887
219,1072,exon,0.6358134321924304
220,1073,exon,0.6358728151856344
221,1074,exon,0.6363590147683079
222,1075,exon,0.6369122158255243
223,1076,exon,0.6369578629671008
224,1077,exon,0.6370509458777597
225,1078,exon,0.6372963434152747
226,1079,exon,0.6375439854033624
227,1080,exon,0.6377108024641454
228,1081,exon,0.6378445612486459
229,1082,exon,0.6380054810235493
230,1083,exon,0.638179387592055
231,1084,exon,0.6384046756797097
232,1085,exon,0.6389315895843249
233,1086,exon,0.6391615113881266
234,1087,exon,0.6394373358189984
235,1088,exon,0.6396585384527045
236,1089,exon,0.6398925483988799
237,1090,exon,0.6401567594967355
238,1091,exon,0.6402139487997351
239,1092,exon,0.6403887446599981
240,1093,exon,0.6403854740288734
241,1094,exon,0.6405220532713463
242,1095,exon,0.6407319283099203
243,1096,exon,0.6407964867777624
244,1097,exon,0.6407367407104703
245,1098,exon,0.6408511071075725
246,1099,exon,0.6412214844710613
247,1100,exon,0.6414736917924154
248,1101,exon,0.6418214559881764
249,1102,exon,0.6419872207213002
250,1103,exon,0.6419369770340039
251,1104,exon,0.6418975978426711
252,1105,exon,0.6420356486065921
253,1106,exon,0.6421268614620939
254,1107,exon,0.6422098965912366
255,1108,exon,0.6423710162399333
256,1109,exon,0.6426110113160599
257,1110,exon,0.6426913344440339
258,1111,exon,0.6428606195459444
259,1112,exon,0.643369498862312
260,1113,exon,0.6431834542333462
261,1114,exon,0.6433534555400533
262,1115,exon,0.643376549974842
263,1116,exon,0.6434147985610026
264,1117,exon,0.6433989853570129
265,1118,exon,0.6435839631626913
266,1119,exon,0.643470290900883
267,1120,exon,0.6436077595919454
268,1121,exon,0.6436274643470673
269,1122,exon,0.6436189400178319
270,1123,exon,0.6436109846348309
271,1124,exon,0.6438217649773338
272,1125,exon,0.6438950336152678
273,1126,exon,0.644071582310181
274,1127,exon,0.6440256333991293
275,1128,exon,0.6442316781677493
276,1129,exon,0.6444774206603487
277,1130,exon,0.6445572042749902
278,1131,exon,0.6446625998195505
279,1132,exon,0.6449770230173522
280,1133,exon,0.6449934106129475
281,1134,exon,0.6449273901444134
282,1135,exon,0.645254886157566
283,1136,exon,0.6452745570631558
284,1137,exon,0.6454748033398663
285,1138,exon,0.6457427390347346
286,1139,exon,0.6457645543119414
287,1140,exon,0.6458264831603175
288,1141,exon,0.6458930357106903
289,1142,exon,0.6460590438600025
290,1143,exon,0.6466164403797859
291,1144,exon,0.6465656803143788
292,1145,exon,0.6467267485231557
293,1146,exon,0.6466893940922142
294,1147,exon,0.6469278328321257
295,1148,exon,0.6469210264142815
296,1149,exon,0.646843679275784
297,1150,exon,0.6469267944163977
298,1151,exon,0.6470397776713502
299,1152,exon,0.6470898006305826
300,1153,exon,0.6473808349158934
301,1154,exon,0.647384373900571
302,1155,exon,0.6474819656585498
303,1156,exon,0.6473619964736199
304,1157,exon,0.6471946119167888
305,1158,exon,0.6472479589963904
306,1159,exon,0.6473947132006642
307,1160,exon,0.6475638841567292
308,1161,exon,0.6477941076131603
309,1162,exon,0.6478847257522341
310,1163,exon,0.6479792554683598
311,1164,exon,0.6478685065157516
312,1165,exon,0.6479334193265087
313,1166,exon,0.6478825817179845
314,1167,exon,0.6478360504566005
315,1168,exon,0.6479596407920218
316,1169,exon,0.6479544999620372
317,1170,exon,0.6479831322802531
318,1171,exon,0.6482998331336939
319,1172,exon,0.6480439953674487
320,1173,exon,0.6483075277332055
321,1174,exon,0.6485777505636116
322,1175,exon,0.6484672326544269
323,1176,exon,0.6485042735042735
324,1177,exon,0.6485764253235397
325,1178,exon,0.6486463757349797
326,1179,exon,0.6484674463992361
327,1180,exon,0.6483831038217546
328,1181,exon,0.648652838058734
329,1182,exon,0.648559368691503
330,1183,exon,0.6485829043389716
331,1184,exon,0.6484786227905494
332,1185,exon,0.6488395201930585
333,1186,exon,0.6489073466978617
334,1187,exon,0.6488258093935249
335,1188,exon,0.6487510975635873
336,1189,exon,0.6486264188188847
337,1190,exon,0.6484797672535488
338,1191,exon,0.6485562910103809
339,1192,exon,0.6486966654199154
340,1193,exon,0.6487154541851331
341,1194,exon,0.648875796040376
342,1195,exon,0.6488551275094954
343,1196,exon,0.6490075826772795
344,1197,exon,0.6490328391600264
345,1198,exon,0.6493548081891689
346,1199,exon,0.6492692958403827
347,1200,exon,0.649121653221092
348,1201,exon,0.6491586485655287
349,1202,exon,0.6492860392421597
350,1203,exon,0.6493690805341491
351,1204,exon,0.6494520961834649
352,1205,exon,0.6492725795731482
353,1206,exon,0.649320279140673
354,1207,exon,0.649448984737693
355,1208,exon,0.6493221749858786
356,1209,exon,0.6494939037560609
357,1210,exon,0.6494148205648773
358,1211,exon,0.6494408915815849
359,1212,exon,0.6495060192195253
360,1213,exon,0.6493768920472045
361,1214,exon,0.649402660363297
362,1215,exon,0.6493210621605311
363,1216,exon,0.6493744093744094
364,1217,exon,0.6491003447100269
365,1218,exon,0.6489837444669688
366,1219,exon,0.648993319231179
367,1220,exon,0.6488302220595412
368,1221,exon,0.6489293410977119
369,1222,exon,0.6487424177440108
370,1223,exon,0.6484679622977495
371,1224,exon,0.6485415833358974
372,1225,exon,0.6483484293698207
373,1226,exon,0.6483575909273508
374,1227,exon,0.6484733060820017
375,1228,exon,0.6483850695548953
376,1229,exon,0.6482552715058779
377,1230,exon,0.6480217536970377
378,1231,exon,0.6480164276177612
379,1232,exon,0.6476313421742362
380,1233,exon,0.6475610329742697
381,1234,exon,0.6476280998876696
382,1235,exon,0.6473620829430701
383,1236,exon,0.6474522267877
384,1237,exon,0.6473163484637754
385,1238,exon,0.6472646940052101
386,1239,exon,0.6471633596991598
387,1240,exon,0.6474113878268059
388,1241,exon,0.6472541913902274
389,1242,exon,0.6473104207729199
390,1243,exon,0.6472525803279475
391,1244,exon,0.64727558197286
392,1245,exon,0.6473803771101069
393,1246,exon,0.6471794789295453
394,1247,exon,0.6472845098576564
395,1248,exon,0.6470935069340678
396,1249,exon,0.6469131406002137
397,1250,exon,0.646783075563053
398,1251,exon,0.6469498220119959
399,1252,exon,0.6469869607356067
400,1253,exon,0.6468341413251065
401,1254,exon,0.6467619779824317
402,1255,exon,0.6465178798285373
403,1256,exon,0.6461413364872857
404,1257,exon,0.6460512778303634
405,1258,exon,0.6460297429045109
406,1259,exon,0.645708145637889
407,1260,exon,0.6459655109579737
408,1261,exon,0.6460027887520334
409,1262,exon,0.6458998669328011
410,1263,exon,0.6458269094545606
411,1264,exon,0.6457870563674322
412,1265,exon,0.6455556392298617
413,1266,exon,0.645706524473062
414,1267,exon,0.645365345519918
415,1268,exon,0.6453144333801905
416,1269,exon,0.6455585169191322
417,1270,exon,0.6455912306353057
418,1271,exon,0.6454208235234337
419,1272,exon,0.645577677071134
420,1273,exon,0.6451187671687234
421,1274,exon,0.6449056121361912
422,1275,exon,0.6450191309100847
423,1276,exon,0.6447852655723113
424,1277,exon,0.6448688701737535
425,1278,exon,0.6448200598082013
426,1279,exon,0.6444341117310739
427,1280,exon,0.6445796126137785
428,1281,exon,0.6447572034960621
429,1282,exon,0.6446082677847466
430,1283,exon,0.644484183478593
431,1284,exon,0.6445030140132042
432,1285,exon,0.6440711944773726
433,1286,exon,0.6438821587345951
434,1287,exon,0.6438298617188868
435,1288,exon,0.6440047709254192
436,1289,exon,0.6438175586606908
437,1290,exon,0.64362765386004
438,1291,exon,0.6433828071228138
439,1292,exon,0.6432177688179174
440,1293,exon,0.6433475976574613
441,1294,exon,0.6433828425323378
442,1295,exon,0.6434753987528132
443,1296,exon,0.6437593033309267
444,1297,exon,0.6435646217188993
445,1298,exon,0.6434970154195864
446,1299,exon,0.6433490557578149
447,1300,exon,0.6431716082659479
448,1301,exon,0.6428822210819132
449,1302,exon,0.6425259777745707
450,1303,exon,0.6428829643018527
451,1304,exon,0.6429379963596519
452,1305,exon,0.6428402925218212
453,1306,exon,0.6428175313872196
454,1307,exon,0.6427068436250353
455,1308,exon,0.6425187794927026
456,1309,exon,0.6423907078836656
457,1310,exon,0.6421534936998855
458,1311,exon,0.6420399243384203
459,1312,exon,0.6421256980927232
460,1313,exon,0.6421966756704434
461,1314,exon,0.642082509653223
462,1315,exon,0.6419275413295814
463,1316,exon,0.6417322104325889
464,1317,exon,0.6415501138422935
465,1318,exon,0.6414071811680572
466,1319,exon,0.641358399029715
467,1320,exon,0.6412080311074553
468,1321,exon,0.6410237201157444
469,1322,exon,0.6408649561424081
470,1323,exon,0.6409492481203007
471,1324,exon,0.6406606029791161
472,1325,exon,0.6405844676495835
473,1326,exon,0.6406112670465822
474,1327,exon,0.640810529305937
475,1328,exon,0.6408777405675145
476,1329,exon,0.640834561095005
477,1330,exon,0.640898658108018
478,1331,exon,0.6411885949845414
479,1332,exon,0.6409224326675781
480,1333,exon,0.6407839531007529
481,1334,exon,0.6410810084549756
482,1335,exon,0.6410899895193315
483,1336,exon,0.6410782585238495
484,1337,exon,0.6410959433106138
485,1338,exon,0.6410092683965094
486,1339,exon,0.6406390879036714
487,1340,exon,0.6406046592962481
488,1341,exon,0.6403477177373037
489,1342,exon,0.6402095241811194
490,1343,exon,0.6401008679333803
491,1344,exon,0.6402679699513227
492,1345,exon,0.6397809359296482
493,1346,exon,0.63991306143724
494,1347,exon,0.6396728419392984
495,1348,exon,0.6397341969628152
496,1349,exon,0.6394459559732871
497,1350,exon,0.6390185873605948
498,1351,exon,0.6392351626520983
499,1352,exon,0.6394127892510575
500,1353,exon,0.6392185411971198
501,1354,exon,0.6390507119660255
502,1355,exon,0.6390304462310149
503,1356,exon,0.6388250754893011
504,1357,exon,0.638717719317645
505,1358,exon,0.6385889273914095
506,1359,exon,0.638553243895299
507,1360,exon,0.6386545270612038
508,1361,exon,0.6384648135758165
509,1362,exon,0.6385099098916058
510,1363,exon,0.6383524549276705
511,1364,exon,0.638485630630171
512,1365,exon,0.6382558912232276
513,1366,exon,0.6381788564579086
514,1367,exon,0.6385224274406333
515,1368,exon,0.6383604769596395
516,1369,exon,0.638301820656096
517,1370,exon,0.6383077638307764
518,1371,exon,0.6380879414413948
519,1372,exon,0.6381142098273572
520,1373,exon,0.6378267107479259
521,1374,exon,0.6373505021461016
522,1375,exon,0.6372130411633904
523,1376,exon,0.6372746958459301
524,1377,exon,0.6375777016048723
525,1378,exon,0.6374837191714634
526,1379,exon,0.6376428736817732
527,1380,exon,0.637747031404889
528,1381,exon,0.6373165396929384
529,1382,exon,0.6374849132911259
530,1383,exon,0.6374706961844046
531,1384,exon,0.63742161760017
532,1385,exon,0.6374013693816486
533,1386,exon,0.6374770622626211
534,1387,exon,0.6371322900632803
535,1388,exon,0.6371512717536814
536,1389,exon,0.636923539131741
537,1390,exon,0.6369275424639862
538,1391,exon,0.6368718092324925
539,1392,exon,0.6368177992619608
540,1393,exon,0.6364707535645951
541,1394,exon,0.6365369203110447
542,1395,exon,0.6366201156721681
543,1396,exon,0.6365069528251628
544,1397,exon,0.6367181542885776
545,1398,exon,0.6364549115474021
546,1399,exon,0.6360793746241732
547,1400,exon,0.6364920812249458
548,1401,exon,0.636412512755242
549,1402,exon,0.636201741271656
550,1403,exon,0.6362895499047388
551,1404,exon,0.6363566156595801
552,1405,exon,0.6364118661302445
553,1406,exon,0.6363847737992426
554,1407,exon,0.6361327388478516
555,1408,exon,0.6360121329289024
556,1409,exon,0.636228044789742
557,1410,exon,0.6362734165923283
558,1411,exon,0.6363575433971538
559,1412,exon,0.6364826606089768
560,1413,exon,0.6362566281403091
561,1414,exon,0.6366300942199064
562,1415,exon,0.6367696357459446
563,1416,exon,0.6364711980528261
564,1417,exon,0.6364939447636031
565,1418,exon,0.6365414179779345
566,1419,exon,0.6361557359417632
567,1420,exon,0.6362853028877223
568,1421,exon,0.6363491847208975
569,1422,exon,0.6361858190709047
570,1423,exon,0.6361368942543135
571,1424,exon,0.6359955287891231
572,1425,exon,0.6360022390020448
573,1426,exon,0.6360973823906279
574,1427,exon,0.6357198514919559
575,1428,exon,0.6355560656490302
576,1429,exon,0.6353979859290937
577,1430,exon,0.6354247026448203
578,1431,exon,0.635232383808096
579,1432,exon,0.6354406108139952
580,1433,exon,0.6357672594323796
581,1434,exon,0.6356777804818691
582,1435,exon,0.6351796824217661
583,1436,exon,0.6352306547619048
584,1437,exon,0.6345195398015744
585,1438,exon,0.6347297707074713
586,1439,exon,0.6346985024414177
587,1440,exon,0.6346203346203346
588,1441,exon,0.6345930743540166
589,1442,exon,0.6344483568075118
590,1443,exon,0.6342667701206179
591,1444,exon,0.6343083227356224
592,1445,exon,0.6342332142141079
593,1446,exon,0.6341535444697766
594,1447,exon,0.6341068026647418
595,1448,exon,0.634059044526352
596,1449,exon,0.6339378976355522
597,1450,exon,0.6335160067046278
598,1451,exon,0.6330551554185169
599,1452,exon,0.6330773999713863
600,1453,exon,0.632955223880597
601,1454,exon,0.63286537679669
602,1455,exon,0.6328647043326228
603,1456,exon,0.632652571743797
604,1457,exon,0.6324878704904645
605,1458,exon,0.6326101075217088
606,1459,exon,0.6324721469436917
607,1460,exon,0.6323128513184242
608,1461,exon,0.632205846822904
609,1462,exon,0.6320113245898465
610,1463,exon,0.632175272348315
611,1464,exon,0.6321883723752882
612,1465,exon,0.632157358554791
613,1466,exon,0.6322223981101518
614,1467,exon,0.6320835264557364
615,1468,exon,0.6317834192586801
616,1469,exon,0.6320239843367597
617,1470,exon,0.6314608945052521
618,1471,exon,0.6317139945735577
619,1472,exon,0.6314773370059762
620,1473,exon,0.6314447592067989
621,1474,exon,0.6311419794969221
622,1475,exon,0.6309585588257098
623,1476,exon,0.6311288765685716
624,1477,exon,0.630909000768449
625,1478,exon,0.6308034162570137
626,1479,exon,0.6306883175013677
627,1480,exon,0.6304653740302113
628,1481,exon,0.6301294684062165
629,1482,exon,0.6300858202895654
630,1483,exon,0.6300749433858396
631,1484,exon,0.6298082946999123
632,1485,exon,0.6294372294372295
633,1486,exon,0.6292991869714372
634,1487,exon,0.629167243484061
635,1488,exon,0.6290259551992335
636,1489,exon,0.6288084445510675
637,1490,exon,0.6288431623012811
638,1491,exon,0.6284281063552183
639,1492,exon,0.6288077747751176
640,1493,exon,0.6285866775103566
641,1494,exon,0.6286783423276652
642,1495,exon,0.6287670185100199
643,1496,exon,0.628729747328371
644,1497,exon,0.6289590445868017
645,1498,exon,0.6284766685447933
646,1499,exon,0.6285699629377893
647,1500,exon,0.6284723560007706
648,1501,exon,0.628364908489923
649,1502,exon,0.6285438268822052
650,1503,exon,0.6284619651449285
651,1504,exon,0.6284684545031778
652,1505,exon,0.628358537184844
653,1506,exon,0.6278660068913703
654,1507,exon,0.6277953613863955
655,1508,exon,0.6278562242631298
656,1509,exon,0.6276195803468058
657,1510,exon,0.6274295242561617
658,1511,exon,0.6272959716134419
659,1512,exon,0.6274135813759046
660,1513,exon,0.6273532451561417
661,1514,exon,0.6267473699380314
662,1515,exon,0.6262643489668744
663,1516,exon,0.6260279011113155
664,1517,exon,0.6260390361952862
665,1518,exon,0.625903638255007
666,1519,exon,0.6257596730604442
667,1520,exon,0.6255361832987977
668,1521,exon,0.6257300668622321
669,1522,exon,0.6256201299130826
670,1523,exon,0.6255678732732016
671,1524,exon,0.6251889569575941
672,1525,exon,0.6248655824759376
673,1526,exon,0.6247374717532899
674,1527,exon,0.624507559625213
675,1528,exon,0.6244236560859252
676,1529,exon,0.6240392826643895
677,1530,exon,0.6236622352862583
678,1531,exon,0.6239163009739912
679,1532,exon,0.6237155526975068
680,1533,exon,0.6234471841378015
681,1534,exon,0.6233912786480024
682,1535,exon,0.623321583295213
683,1536,exon,0.6231253284464986
684,1537,exon,0.6231578947368421
685,1538,exon,0.6230959492883885
686,1539,exon,0.6227832679030729
687,1540,exon,0.6231324059763009
688,1541,exon,0.622613583901366
689,1542,exon,0.6222276615129387
690,1543,exon,0.6219837681790947
691,1544,exon,0.6218770456033166
692,1545,exon,0.6218552814881586
693,1546,exon,0.6220009301562115
694,1547,exon,0.621569782575934
695,1548,exon,0.6213175263107342
696,1549,exon,0.6213464154677001
697,1550,exon,0.6214527538465773
698,1551,exon,0.6211511425972379
699,1552,exon,0.6208057859794895
700,1553,exon,0.6202468657995494
701,1554,exon,0.6204805935441006
702,1555,exon,0.62019877188362
703,1556,exon,0.6200099938926211
704,1557,exon,0.6196869874628194
705,1558,exon,0.6197388932190179
706,1559,exon,0.6195699134530961
707,1560,exon,0.6195087915154898
708,1561,exon,0.6192272759030252
709,1562,exon,0.6186392064136107
710,1563,exon,0.6186606892687028
711,1564,exon,0.6185399248078111
712,1565,exon,0.6184569132645894
713,1566,exon,0.6184245698448205
714,1567,exon,0.6186383362452799
715,1568,exon,0.6188440154658087
716,1569,exon,0.6182838246516492
717,1570,exon,0.6180441551089726
718,1571,exon,0.6181864565322146
719,1572,exon,0.6177952510041586
720,1573,exon,0.6175952245594087
721,1574,exon,0.6175959923718441
722,1575,exon,0.617598859992875
723,1576,exon,0.6172471357027695
724,1577,exon,0.6169747707077345
725,1578,exon,0.616778715491346
726,1579,exon,0.6164852477800057
727,1580,exon,0.6163564401869963
728,1581,exon,0.6163598770927261
729,1582,exon,0.6164706558932628
730,1583,exon,0.6159715523819121
731,1584,exon,0.6162894623035895
732,1585,exon,0.6160597006307827
733,1586,exon,0.6155313705935914
734,1587,exon,0.6152911040680762
735,1588,exon,0.6150881057268722
736,1589,exon,0.6149225143653143
737,1590,exon,0.6147978088083579
738,1591,exon,0.6147220160926564
739,1592,exon,0.6146023050136232
740,1593,exon,0.6144026377602381
741,1594,exon,0.6143823310302516
742,1595,exon,0.6145621553628107
743,1596,exon,0.6145824179043267
744,1597,exon,0.6145057201525373
745,1598,exon,0.6146728354263054
746,1599,exon,0.6143754320424762
747,1600,exon,0.6142800335792868
748,1601,exon,0.6143124732673559
749,1602,exon,0.6143393105078137
750,1603,exon,0.6140044669930629
751,1604,exon,0.6140982343879606
752,1605,exon,0.6140759418570158
753,1606,exon,0.613780504106822
754,1607,exon,0.6136982226518927
755,1608,exon,0.6134346142389038
756,1609,exon,0.613479090854859
757,1610,exon,0.6131354160444418
758,1611,exon,0.6129519423427734
759,1612,exon,0.6127762141445595
760,1613,exon,0.6129472248452419
761,1614,exon,0.6127376682623767
762,1615,exon,0.6126720355790612
763,1616,exon,0.6126630263098515
764,1617,exon,0.6127652524887423
765,1618,exon,0.6126624649437592
766,1619,exon,0.6128043717826789
767,1620,exon,0.6126736084873581
768,1621,exon,0.6127392389742038
769,1622,exon,0.6126779763707967
770,1623,exon,0.6121919781636213
771,1624,exon,0.6122067866089729
772,1625,exon,0.6119843127717144
773,1626,exon,0.6118137680166811
774,1627,exon,0.6119230124502827
775,1628,exon,0.6116451524306509
776,1629,exon,0.6113818654037124
777,1630,exon,0.6114179070229918
778,1631,exon,0.611852282996615
779,1632,exon,0.6120577274051807
780,1633,exon,0.6121066936932786
781,1634,exon,0.6120174049416504
782,1635,exon,0.612142483297928
783,1636,exon,0.6121436276776082
784,1637,exon,0.6120556652678351
785,1638,exon,0.6122644423849243
786,1639,exon,0.6119324508227143
787,1640,exon,0.6119772716716468
788,1641,exon,0.6118396577380952
789,1642,exon,0.6113016621917341
790,1643,exon,0.6112811747338979
791,1644,exon,0.611177669555476
792,1645,exon,0.6114382750669907
793,1646,exon,0.611278371421886
794,1647,exon,0.6110685890126368
795,1648,exon,0.6111867110881705
796,1649,exon,0.6112451057165231
797,1650,exon,0.6110144109391417
798,1651,exon,0.6107264534564237
799,1652,exon,0.6107329801782543
800,1653,exon,0.6108059616928185
801,1654,exon,0.6106742723877657
802,1655,exon,0.610731584178723
803,1656,exon,0.6102870322101638
804,1657,exon,0.6102402682652915
805,1658,exon,0.6101520430788724
806,1659,exon,0.6100318749107978
807,1660,exon,0.6097111735657917
808,1661,exon,0.6101748807631161
809,1662,exon,0.6105760812467169
810,1663,exon,0.6107940960821193
811,1664,exon,0.6106526631657915
812,1665,exon,0.6108340526198012
813,1666,exon,0.6108203281312525
814,1667,exon,0.6113613413050796
815,1668,exon,0.6111111111111112
816,1669,exon,0.6112459611953255
817,1670,exon,0.6111102168279059
818,1671,exon,0.6112606586179661
819,1672,exon,0.6114115083528368
820,1673,exon,0.6109997737337169
821,1674,exon,0.6107029581202666
822,1675,exon,0.6105907897721748
823,1676,exon,0.6108316838108836
824,1677,exon,0.6108782532410566
825,1678,exon,0.6104143282416671
826,1679,exon,0.6105717543573872
827,1680,exon,0.610599115924772
828,1681,exon,0.6105022458146182
829,1682,exon,0.6103779293201851
830,1683,exon,0.6103615404768142
831,1684,exon,0.610502672394006
832,1685,exon,0.6102201283671761
833,1686,exon,0.6100419097707289
834,1687,exon,0.609935496610281
835,1688,exon,0.610069524531286
836,1689,exon,0.6099105935139059
837,1690,exon,0.6100320417533776
838,1691,exon,0.6095447555107238
839,1692,exon,0.6095428883627755
840,1693,exon,0.6095410167581097
841,1694,exon,0.6092404202001427
842,1695,exon,0.6093415083993818
843,1696,exon,0.6094059323584702
844,1697,exon,0.6095342794323406
845,1698,exon,0.6096767737416191
846,1699,exon,0.6096294193289801
847,1700,exon,0.6099767554641382
848,1701,exon,0.6098859697593811
849,1702,exon,0.6098591549295774
850,1703,exon,0.6096504482723885
851,1704,exon,0.6098110416246385
852,1705,exon,0.6094810026429641
853,1706,exon,0.609291505824048
854,1707,exon,0.609037659728904
855,1708,exon,0.6087052062204192
856,1709,exon,0.6091512340454346
857,1710,exon,0.608767884993558
