,position,variable,density
189,1042,exon,0.14215646258503403
190,1043,exon,0.1440034013605442
191,1044,exon,0.14584013605442178
192,1045,exon,0.14768537414965988
193,1046,exon,0.14953061224489794
194,1047,exon,0.15137755102040817
195,1048,exon,0.15323129251700682
196,1049,exon,0.15508843537414968
197,1050,exon,0.15694387755102043
198,1051,exon,0.15879251700680272
199,1052,exon,0.1606377551020408
200,1053,exon,0.16248469387755102
201,1054,exon,0.1643333333333333
202,1055,exon,0.16618027210884356
203,1056,exon,0.16802551020408163
204,1057,exon,0.16987244897959183
205,1058,exon,0.17171428571428574
206,1059,exon,0.1735425170068027
207,1060,exon,0.17537925170068028
208,1061,exon,0.17721768707482993
209,1062,exon,0.1790408163265306
210,1063,exon,0.18086734693877551
211,1064,exon,0.18268707482993196
212,1065,exon,0.1845187074829932
213,1066,exon,0.18634863945578228
214,1067,exon,0.1881700680272109
215,1068,exon,0.18998469387755101
216,1069,exon,0.19180442176870746
217,1070,exon,0.1936190476190476
218,1071,exon,0.1954404761904762
219,1072,exon,0.19726190476190475
220,1073,exon,0.199078231292517
221,1074,exon,0.20071938775510204
222,1075,exon,0.20235544217687074
223,1076,exon,0.20398299319727892
224,1077,exon,0.2056003401360544
225,1078,exon,0.20720238095238097
226,1079,exon,0.2087891156462585
227,1080,exon,0.21036394557823132
228,1081,exon,0.21193027210884355
229,1082,exon,0.21347619047619049
230,1083,exon,0.2149982993197279
231,1084,exon,0.21649149659863945
232,1085,exon,0.21794727891156465
233,1086,exon,0.21937755102040812
234,1087,exon,0.22076700680272107
235,1088,exon,0.22213435374149657
236,1089,exon,0.22348299319727888
237,1090,exon,0.2247908163265306
238,1091,exon,0.22606972789115645
239,1092,exon,0.22731462585034012
240,1093,exon,0.2285374149659864
241,1094,exon,0.2297312925170068
242,1095,exon,0.2308690476190476
243,1096,exon,0.23197108843537415
244,1097,exon,0.23305442176870747
245,1098,exon,0.23410884353741496
246,1099,exon,0.23513265306122452
247,1100,exon,0.2361139455782313
248,1101,exon,0.23704591836734693
249,1102,exon,0.23794897959183672
250,1103,exon,0.23881802721088433
251,1104,exon,0.2396513605442177
252,1105,exon,0.24044217687074831
253,1106,exon,0.24119727891156462
254,1107,exon,0.24192346938775508
255,1108,exon,0.242641156462585
256,1109,exon,0.24331802721088433
257,1110,exon,0.24396768707482994
258,1111,exon,0.24458333333333332
259,1112,exon,0.245156462585034
260,1113,exon,0.24570068027210884
261,1114,exon,0.2462278911564626
262,1115,exon,0.24673979591836734
263,1116,exon,0.24724319727891156
264,1117,exon,0.24773299319727893
265,1118,exon,0.24819557823129254
266,1119,exon,0.24864115646258503
267,1120,exon,0.24906632653061228
268,1121,exon,0.2494761904761905
269,1122,exon,0.24987585034013604
270,1123,exon,0.2502568027210884
271,1124,exon,0.25060544217687075
272,1125,exon,0.2509387755102041
273,1126,exon,0.2512687074829932
274,1127,exon,0.25158503401360544
275,1128,exon,0.25187414965986393
276,1129,exon,0.2521343537414966
277,1130,exon,0.25237755102040815
278,1131,exon,0.2525816326530612
279,1132,exon,0.2527670068027211
280,1133,exon,0.2529319727891156
281,1134,exon,0.25307653061224494
282,1135,exon,0.2532142857142857
283,1136,exon,0.25331462585034015
284,1137,exon,0.25338095238095243
285,1138,exon,0.25342857142857145
286,1139,exon,0.25344897959183676
287,1140,exon,0.2534404761904762
288,1141,exon,0.253406462585034
289,1142,exon,0.25335714285714284
290,1143,exon,0.2532755102040817
291,1144,exon,0.253171768707483
292,1145,exon,0.2530561224489796
293,1146,exon,0.2529234693877551
294,1147,exon,0.2527908163265306
295,1148,exon,0.25264625850340133
296,1149,exon,0.25248979591836734
297,1150,exon,0.25231802721088437
298,1151,exon,0.25212414965986396
299,1152,exon,0.2518996598639456
300,1153,exon,0.2516445578231293
301,1154,exon,0.2513673469387755
302,1155,exon,0.2510799319727891
303,1156,exon,0.25078231292517006
304,1157,exon,0.25048979591836734
305,1158,exon,0.25018537414965986
306,1159,exon,0.2498843537414966
307,1160,exon,0.24957482993197277
308,1161,exon,0.24925510204081633
309,1162,exon,0.24891836734693876
310,1163,exon,0.24856972789115644
311,1164,exon,0.24822108843537416
312,1165,exon,0.24787074829931974
313,1166,exon,0.2475017006802721
314,1167,exon,0.24713095238095237
315,1168,exon,0.24676360544217688
316,1169,exon,0.24639285714285716
317,1170,exon,0.24601190476190476
318,1171,exon,0.24562414965986396
319,1172,exon,0.24523299319727893
320,1173,exon,0.24483163265306124
321,1174,exon,0.24441496598639456
322,1175,exon,0.24398979591836734
323,1176,exon,0.24355102040816326
324,1177,exon,0.2431122448979592
325,1178,exon,0.24267176870748297
326,1179,exon,0.24224829931972788
327,1180,exon,0.241812925170068
328,1181,exon,0.24137414965986398
329,1182,exon,0.24094217687074831
330,1183,exon,0.2405034013605442
331,1184,exon,0.2400595238095238
332,1185,exon,0.23960884353741496
333,1186,exon,0.23915136054421765
334,1187,exon,0.2386938775510204
335,1188,exon,0.23823639455782314
336,1189,exon,0.23778401360544216
337,1190,exon,0.2373316326530612
338,1191,exon,0.23689455782312924
339,1192,exon,0.2364421768707483
340,1193,exon,0.23599489795918369
341,1194,exon,0.2355408163265306
342,1195,exon,0.2350765306122449
343,1196,exon,0.23460204081632657
344,1197,exon,0.2341343537414966
345,1198,exon,0.23367517006802724
346,1199,exon,0.23321088435374152
347,1200,exon,0.23273469387755102
348,1201,exon,0.2322551020408163
349,1202,exon,0.2317721088435374
350,1203,exon,0.23127891156462585
351,1204,exon,0.23078061224489796
352,1205,exon,0.2302891156462585
353,1206,exon,0.22981122448979593
354,1207,exon,0.2293231292517007
355,1208,exon,0.22882312925170067
356,1209,exon,0.22833843537414966
357,1210,exon,0.2278503401360544
358,1211,exon,0.2273724489795918
359,1212,exon,0.22688095238095238
360,1213,exon,0.22639965986394558
361,1214,exon,0.22591666666666668
362,1215,exon,0.22544217687074827
363,1216,exon,0.2249574829931973
364,1217,exon,0.2244812925170068
365,1218,exon,0.22399489795918368
366,1219,exon,0.22350680272108844
367,1220,exon,0.2230204081632653
368,1221,exon,0.2225408163265306
369,1222,exon,0.22205442176870746
370,1223,exon,0.22157142857142859
371,1224,exon,0.2210952380952381
372,1225,exon,0.22062074829931974
373,1226,exon,0.22014285714285714
374,1227,exon,0.2196734693877551
375,1228,exon,0.21920238095238093
376,1229,exon,0.218734693877551
377,1230,exon,0.21827551020408162
378,1231,exon,0.21781802721088434
379,1232,exon,0.21737244897959185
380,1233,exon,0.21692857142857144
381,1234,exon,0.2165017006802721
382,1235,exon,0.21607312925170066
383,1236,exon,0.21564115646258503
384,1237,exon,0.2152108843537415
385,1238,exon,0.21478401360544216
386,1239,exon,0.2143656462585034
387,1240,exon,0.21394727891156465
388,1241,exon,0.21352891156462583
389,1242,exon,0.21312414965986395
390,1243,exon,0.21272278911564624
391,1244,exon,0.21230272108843537
392,1245,exon,0.21186904761904765
393,1246,exon,0.21143027210884355
394,1247,exon,0.21099659863945577
395,1248,exon,0.2105595238095238
396,1249,exon,0.21012925170068028
397,1250,exon,0.2096955782312925
398,1251,exon,0.20925510204081632
399,1252,exon,0.2088146258503401
400,1253,exon,0.20837755102040817
401,1254,exon,0.20793537414965987
402,1255,exon,0.20749829931972788
403,1256,exon,0.20706122448979591
404,1257,exon,0.20662414965986395
405,1258,exon,0.2061887755102041
406,1259,exon,0.20575680272108843
407,1260,exon,0.2053299319727891
408,1261,exon,0.20490476190476192
409,1262,exon,0.20448979591836736
410,1263,exon,0.20407312925170065
411,1264,exon,0.20365646258503403
412,1265,exon,0.20325
413,1266,exon,0.20284693877551022
414,1267,exon,0.20244557823129253
415,1268,exon,0.20204251700680273
416,1269,exon,0.20163945578231293
417,1270,exon,0.20122619047619048
418,1271,exon,0.20081292517006805
419,1272,exon,0.20039795918367342
420,1273,exon,0.19997108843537414
421,1274,exon,0.19954931972789114
422,1275,exon,0.19912925170068027
423,1276,exon,0.1987108843537415
424,1277,exon,0.19830272108843536
425,1278,exon,0.19791156462585036
426,1279,exon,0.19751020408163264
427,1280,exon,0.1971173469387755
428,1281,exon,0.19672278911564625
429,1282,exon,0.19631972789115645
430,1283,exon,0.19591156462585033
431,1284,exon,0.19551530612244897
432,1285,exon,0.19511564625850344
433,1286,exon,0.19471598639455784
434,1287,exon,0.19431972789115648
435,1288,exon,0.1939183673469388
436,1289,exon,0.1935204081632653
437,1290,exon,0.19313095238095238
438,1291,exon,0.1927312925170068
439,1292,exon,0.19234183673469385
440,1293,exon,0.19195408163265307
441,1294,exon,0.191562925170068
442,1295,exon,0.19117857142857142
443,1296,exon,0.19080102040816324
444,1297,exon,0.1904200680272109
445,1298,exon,0.19003571428571428
446,1299,exon,0.18965646258503405
447,1300,exon,0.18928571428571428
448,1301,exon,0.18891326530612246
449,1302,exon,0.18854421768707483
450,1303,exon,0.18818027210884355
451,1304,exon,0.18780442176870746
452,1305,exon,0.1874387755102041
453,1306,exon,0.18706972789115647
454,1307,exon,0.18670238095238095
455,1308,exon,0.186328231292517
456,1309,exon,0.18595238095238095
457,1310,exon,0.18558673469387754
458,1311,exon,0.18521428571428572
459,1312,exon,0.1848452380952381
460,1313,exon,0.1844778911564626
461,1314,exon,0.18410544217687075
462,1315,exon,0.18373129251700682
463,1316,exon,0.18336054421768708
464,1317,exon,0.1830017006802721
465,1318,exon,0.18263945578231294
466,1319,exon,0.18228741496598638
467,1320,exon,0.18194557823129254
468,1321,exon,0.18161054421768708
469,1322,exon,0.18128401360544216
470,1323,exon,0.18095238095238095
471,1324,exon,0.18062244897959184
472,1325,exon,0.1802908163265306
473,1326,exon,0.17995408163265308
474,1327,exon,0.17960884353741496
475,1328,exon,0.17926360544217687
476,1329,exon,0.17892006802721092
477,1330,exon,0.17857312925170066
478,1331,exon,0.17822448979591837
479,1332,exon,0.17787925170068028
480,1333,exon,0.1775408163265306
481,1334,exon,0.17720918367346938
482,1335,exon,0.17687244897959184
483,1336,exon,0.17652551020408164
484,1337,exon,0.17615986394557823
485,1338,exon,0.17578571428571427
486,1339,exon,0.17542006802721088
487,1340,exon,0.1750578231292517
488,1341,exon,0.1747057823129252
489,1342,exon,0.1743503401360544
490,1343,exon,0.174
491,1344,exon,0.17364115646258502
492,1345,exon,0.17327891156462585
493,1346,exon,0.17292687074829935
494,1347,exon,0.17258503401360542
495,1348,exon,0.17224149659863947
496,1349,exon,0.17189625850340134
497,1350,exon,0.17155612244897958
498,1351,exon,0.1712159863945578
499,1352,exon,0.17087585034013605
500,1353,exon,0.1705340136054422
501,1354,exon,0.1701955782312925
502,1355,exon,0.16986564625850337
503,1356,exon,0.16952891156462585
504,1357,exon,0.16918197278911568
505,1358,exon,0.1688299319727891
506,1359,exon,0.16847448979591836
507,1360,exon,0.16811224489795917
508,1361,exon,0.16776530612244897
509,1362,exon,0.16740986394557825
510,1363,exon,0.1670595238095238
511,1364,exon,0.16670238095238096
512,1365,exon,0.1663520408163265
513,1366,exon,0.16600170068027212
514,1367,exon,0.16565136054421767
515,1368,exon,0.16530442176870747
516,1369,exon,0.16496258503401362
517,1370,exon,0.16461734693877553
518,1371,exon,0.16426360544217686
519,1372,exon,0.16391836734693876
520,1373,exon,0.16358163265306122
521,1374,exon,0.16324489795918368
522,1375,exon,0.162906462585034
523,1376,exon,0.1625731292517007
524,1377,exon,0.16223979591836735
525,1378,exon,0.16191156462585035
526,1379,exon,0.16158843537414966
527,1380,exon,0.16126870748299318
528,1381,exon,0.16095068027210885
529,1382,exon,0.1606360544217687
530,1383,exon,0.16032482993197278
531,1384,exon,0.16001700680272107
532,1385,exon,0.15971258503401362
533,1386,exon,0.15940816326530613
534,1387,exon,0.1591020408163265
535,1388,exon,0.15880102040816324
536,1389,exon,0.15850000000000003
537,1390,exon,0.1581972789115646
538,1391,exon,0.15790136054421772
539,1392,exon,0.1576156462585034
540,1393,exon,0.15732482993197278
541,1394,exon,0.15703061224489795
542,1395,exon,0.1567295918367347
543,1396,exon,0.15642346938775512
544,1397,exon,0.15612585034013604
545,1398,exon,0.15583503401360543
546,1399,exon,0.15555272108843538
547,1400,exon,0.15527551020408162
548,1401,exon,0.1549982993197279
549,1402,exon,0.15470748299319728
550,1403,exon,0.1544268707482993
551,1404,exon,0.1541513605442177
552,1405,exon,0.15387074829931977
553,1406,exon,0.15360204081632653
554,1407,exon,0.15333673469387754
555,1408,exon,0.15306632653061222
556,1409,exon,0.1527925170068027
557,1410,exon,0.1525170068027211
558,1411,exon,0.1522482993197279
559,1412,exon,0.1519778911564626
560,1413,exon,0.15170578231292517
561,1414,exon,0.15144047619047618
562,1415,exon,0.15118027210884355
563,1416,exon,0.15092517006802722
564,1417,exon,0.15068197278911563
565,1418,exon,0.15044897959183676
566,1419,exon,0.15021938775510205
567,1420,exon,0.1500017006802721
568,1421,exon,0.1497755102040816
569,1422,exon,0.14954931972789115
570,1423,exon,0.149328231292517
571,1424,exon,0.14910204081632653
572,1425,exon,0.14887585034013606
573,1426,exon,0.14865306122448976
574,1427,exon,0.1484149659863946
575,1428,exon,0.14818027210884355
576,1429,exon,0.14793877551020407
577,1430,exon,0.14770238095238097
578,1431,exon,0.14746598639455782
579,1432,exon,0.14723299319727892
580,1433,exon,0.14699149659863947
581,1434,exon,0.14675
582,1435,exon,0.1465170068027211
583,1436,exon,0.14628571428571427
584,1437,exon,0.14604761904761904
585,1438,exon,0.14581972789115646
586,1439,exon,0.14558843537414964
587,1440,exon,0.14535714285714285
588,1441,exon,0.14512755102040814
589,1442,exon,0.14489795918367349
590,1443,exon,0.14466326530612247
591,1444,exon,0.14442857142857143
592,1445,exon,0.14419897959183675
593,1446,exon,0.14396768707482993
594,1447,exon,0.14372619047619048
595,1448,exon,0.14349829931972788
596,1449,exon,0.14327891156462585
597,1450,exon,0.14306292517006802
598,1451,exon,0.1428554421768707
599,1452,exon,0.14264625850340135
600,1453,exon,0.14243197278911562
601,1454,exon,0.14222108843537415
602,1455,exon,0.14201700680272109
603,1456,exon,0.14181462585034013
604,1457,exon,0.14161224489795918
605,1458,exon,0.1414047619047619
606,1459,exon,0.14119897959183675
607,1460,exon,0.14098979591836736
608,1461,exon,0.14078231292517007
609,1462,exon,0.14056462585034013
610,1463,exon,0.1403452380952381
611,1464,exon,0.14011904761904762
612,1465,exon,0.13989455782312926
613,1466,exon,0.13966496598639458
614,1467,exon,0.13943197278911565
615,1468,exon,0.1392074829931973
616,1469,exon,0.1389795918367347
617,1470,exon,0.1387534013605442
618,1471,exon,0.13852551020408163
619,1472,exon,0.13830272108843536
620,1473,exon,0.13807823129251698
621,1474,exon,0.13785884353741495
622,1475,exon,0.13764285714285715
623,1476,exon,0.1374251700680272
624,1477,exon,0.13721428571428573
625,1478,exon,0.137
626,1479,exon,0.13678231292517007
627,1480,exon,0.13656632653061224
628,1481,exon,0.1363503401360544
629,1482,exon,0.13614115646258504
630,1483,exon,0.13593027210884354
631,1484,exon,0.1357312925170068
632,1485,exon,0.1355357142857143
633,1486,exon,0.13533843537414966
634,1487,exon,0.1351343537414966
635,1488,exon,0.13491326530612247
636,1489,exon,0.13469217687074828
637,1490,exon,0.13447108843537417
638,1491,exon,0.13425680272108845
639,1492,exon,0.13404591836734692
640,1493,exon,0.13383333333333333
641,1494,exon,0.13361904761904758
642,1495,exon,0.13340816326530613
643,1496,exon,0.13320238095238096
644,1497,exon,0.13300510204081634
645,1498,exon,0.1328095238095238
646,1499,exon,0.1326139455782313
647,1500,exon,0.13242346938775512
648,1501,exon,0.1322295918367347
649,1502,exon,0.13203231292517006
650,1503,exon,0.13183843537414963
651,1504,exon,0.13165306122448978
652,1505,exon,0.13146768707482995
653,1506,exon,0.1312891156462585
654,1507,exon,0.13110884353741498
655,1508,exon,0.1309200680272109
656,1509,exon,0.13073639455782313
657,1510,exon,0.13055102040816324
658,1511,exon,0.13036734693877552
659,1512,exon,0.13018027210884353
660,1513,exon,0.12999489795918368
661,1514,exon,0.1298112244897959
662,1515,exon,0.1296343537414966
663,1516,exon,0.12946598639455784
664,1517,exon,0.1293061224489796
665,1518,exon,0.12915476190476194
666,1519,exon,0.12900510204081633
667,1520,exon,0.12885544217687075
668,1521,exon,0.12870408163265307
669,1522,exon,0.12855272108843535
670,1523,exon,0.1284030612244898
671,1524,exon,0.12825510204081633
672,1525,exon,0.12810374149659864
673,1526,exon,0.1279421768707483
674,1527,exon,0.12778231292517006
675,1528,exon,0.12762244897959182
676,1529,exon,0.12745578231292518
677,1530,exon,0.1272874149659864
678,1531,exon,0.1271156462585034
679,1532,exon,0.1269438775510204
680,1533,exon,0.1267721088435374
681,1534,exon,0.1265952380952381
682,1535,exon,0.1264047619047619
683,1536,exon,0.1262125850340136
684,1537,exon,0.12602040816326532
685,1538,exon,0.125828231292517
686,1539,exon,0.12562925170068026
687,1540,exon,0.12543877551020408
688,1541,exon,0.1252482993197279
689,1542,exon,0.12506632653061225
690,1543,exon,0.12489115646258503
691,1544,exon,0.12470748299319727
692,1545,exon,0.1245204081632653
693,1546,exon,0.12432993197278913
694,1547,exon,0.1241343537414966
695,1548,exon,0.1239438775510204
696,1549,exon,0.12376020408163266
697,1550,exon,0.12357482993197277
698,1551,exon,0.12339115646258506
699,1552,exon,0.12321598639455783
700,1553,exon,0.1230391156462585
701,1554,exon,0.1228639455782313
702,1555,exon,0.12269217687074828
703,1556,exon,0.12252380952380951
704,1557,exon,0.12235714285714286
705,1558,exon,0.12219047619047617
706,1559,exon,0.12202891156462585
707,1560,exon,0.12187074829931972
708,1561,exon,0.1217091836734694
709,1562,exon,0.12155272108843537
710,1563,exon,0.12139455782312925
711,1564,exon,0.1212312925170068
712,1565,exon,0.12105782312925172
713,1566,exon,0.12088265306122449
714,1567,exon,0.12070068027210884
715,1568,exon,0.1205204081632653
716,1569,exon,0.12034353741496599
717,1570,exon,0.1201700680272109
718,1571,exon,0.11999659863945579
719,1572,exon,0.11982482993197277
720,1573,exon,0.11965986394557822
721,1574,exon,0.1195
722,1575,exon,0.1193452380952381
723,1576,exon,0.11919557823129252
724,1577,exon,0.11904421768707485
725,1578,exon,0.11889455782312924
726,1579,exon,0.11874149659863946
727,1580,exon,0.1185952380952381
728,1581,exon,0.11844557823129251
729,1582,exon,0.11828911564625849
730,1583,exon,0.11813095238095238
731,1584,exon,0.11797619047619048
732,1585,exon,0.11782142857142858
733,1586,exon,0.11766836734693877
734,1587,exon,0.11751530612244898
735,1588,exon,0.11736054421768707
736,1589,exon,0.11720408163265306
737,1590,exon,0.11704251700680271
738,1591,exon,0.11688265306122449
739,1592,exon,0.11672278911564626
740,1593,exon,0.11656972789115648
741,1594,exon,0.11642687074829933
742,1595,exon,0.11627380952380952
743,1596,exon,0.11611224489795918
744,1597,exon,0.11595238095238095
745,1598,exon,0.11579081632653063
746,1599,exon,0.11563095238095238
747,1600,exon,0.11547448979591837
748,1601,exon,0.1153078231292517
749,1602,exon,0.11513945578231294
750,1603,exon,0.11497789115646259
751,1604,exon,0.11481632653061226
752,1605,exon,0.11465986394557823
753,1606,exon,0.1145017006802721
754,1607,exon,0.1143452380952381
755,1608,exon,0.11418367346938774
756,1609,exon,0.11403401360544217
757,1610,exon,0.1138843537414966
758,1611,exon,0.11373809523809524
759,1612,exon,0.11359863945578232
760,1613,exon,0.11346428571428571
761,1614,exon,0.11332823129251701
762,1615,exon,0.11319047619047619
763,1616,exon,0.1130561224489796
764,1617,exon,0.1129234693877551
765,1618,exon,0.1127925170068027
766,1619,exon,0.11265816326530613
767,1620,exon,0.11253231292517006
768,1621,exon,0.11240646258503402
769,1622,exon,0.11227891156462584
770,1623,exon,0.11215136054421768
771,1624,exon,0.11201530612244898
772,1625,exon,0.11188095238095239
773,1626,exon,0.11173979591836734
774,1627,exon,0.11160034013605442
775,1628,exon,0.11145918367346938
776,1629,exon,0.11131802721088435
777,1630,exon,0.11117517006802723
778,1631,exon,0.11103231292517007
779,1632,exon,0.11088945578231292
780,1633,exon,0.11075
781,1634,exon,0.11061054421768708
782,1635,exon,0.1104795918367347
783,1636,exon,0.11035714285714286
784,1637,exon,0.11023129251700681
785,1638,exon,0.11010204081632653
786,1639,exon,0.10997278911564624
787,1640,exon,0.1098452380952381
788,1641,exon,0.10971428571428572
789,1642,exon,0.10957993197278912
790,1643,exon,0.10944727891156464
791,1644,exon,0.10930442176870747
792,1645,exon,0.10916326530612244
793,1646,exon,0.10902210884353741
794,1647,exon,0.10887585034013605
795,1648,exon,0.1087295918367347
796,1649,exon,0.10858843537414965
797,1650,exon,0.10845408163265308
798,1651,exon,0.10832142857142857
799,1652,exon,0.10819217687074831
800,1653,exon,0.10805952380952381
801,1654,exon,0.10792687074829932
802,1655,exon,0.10779421768707484
803,1656,exon,0.10765816326530611
804,1657,exon,0.10751870748299319
805,1658,exon,0.10738095238095238
806,1659,exon,0.10724319727891157
807,1660,exon,0.10710714285714286
808,1661,exon,0.10697278911564627
809,1662,exon,0.10683843537414965
810,1663,exon,0.10669727891156462
811,1664,exon,0.10654931972789115
812,1665,exon,0.10639795918367347
813,1666,exon,0.10625
814,1667,exon,0.10610034013605443
815,1668,exon,0.10594897959183674
816,1669,exon,0.10579761904761906
817,1670,exon,0.10565136054421768
818,1671,exon,0.10550850340136055
819,1672,exon,0.1053656462585034
820,1673,exon,0.1052278911564626
821,1674,exon,0.1050952380952381
822,1675,exon,0.10495578231292516
823,1676,exon,0.10481972789115646
824,1677,exon,0.10468367346938776
825,1678,exon,0.10454591836734695
826,1679,exon,0.1044047619047619
827,1680,exon,0.10426360544217687
828,1681,exon,0.10412414965986394
829,1682,exon,0.10399489795918368
830,1683,exon,0.1038639455782313
831,1684,exon,0.1037312925170068
832,1685,exon,0.10360374149659865
833,1686,exon,0.1034778911564626
834,1687,exon,0.10335374149659865
835,1688,exon,0.1032278911564626
836,1689,exon,0.10309863945578232
837,1690,exon,0.10296938775510203
838,1691,exon,0.1028452380952381
839,1692,exon,0.10272278911564627
840,1693,exon,0.10260034013605443
841,1694,exon,0.10247789115646258
842,1695,exon,0.10235204081632654
843,1696,exon,0.1022295918367347
844,1697,exon,0.10210204081632654
845,1698,exon,0.10196938775510203
846,1699,exon,0.10183503401360545
847,1700,exon,0.10169897959183673
848,1701,exon,0.10156632653061225
849,1702,exon,0.10142857142857144
850,1703,exon,0.10129591836734694
851,1704,exon,0.10116326530612244
852,1705,exon,0.10102551020408163
853,1706,exon,0.10088945578231293
854,1707,exon,0.10075
